2013-07-09 02:44:40,29.834,39.692,4,964.17
2013-07-09 02:45:40,30.499,37.96,49,964.17
2013-07-09 02:46:40,31.196,36.625,51,964.17
2013-07-09 02:47:40,31.915,35.45,54,964.08
2013-07-09 02:48:40,32.58,34.336,54,964.12
2013-07-09 02:49:40,32.923,33.611,54,964.11
2013-07-09 02:50:41,33.041,33.344,54,964.02
2013-07-09 02:51:41,33.073,33.268,54,964.11
2013-07-09 02:52:41,33.105,33.146,51,964.1
2013-07-09 02:53:41,33.169,33.024,54,964.01
2013-07-09 02:54:41,33.202,32.963,54,964.02
2013-07-09 02:55:41,33.212,33.161,54,963.98
2013-07-09 02:56:41,33.223,34.252,54,963.95
2013-07-09 02:57:42,33.266,35.709,54,963.96
2013-07-09 02:58:42,33.33,36.083,54,963.96
2013-07-09 02:59:42,33.448,37.395,54,963.93
2013-07-09 03:00:42,33.48,41.103,54,963.87
2013-07-09 03:01:42,33.438,43.522,54,964.01
2013-07-09 03:02:42,33.438,44.437,54,963.89
2013-07-09 03:03:42,33.416,45.834,54,963.94
2013-07-09 03:04:43,33.363,47.199,51,963.92
2013-07-09 03:05:43,33.298,48.634,51,963.89
2013-07-09 03:06:43,33.223,49.862,54,963.89
2013-07-09 03:07:43,33.105,49.32,51,963.87
2013-07-09 03:08:43,33.137,49.053,51,963.89
2013-07-09 03:09:43,33.212,46.253,46,963.91
2013-07-09 03:10:43,33.298,47.443,29,963.91
2013-07-09 03:11:44,33.341,44.689,46,963.89
2013-07-09 03:12:44,33.405,45.116,0,963.83
2013-07-09 03:13:44,33.459,44.949,0,963.85
2013-07-09 03:14:44,33.459,44.369,0,963.85
2013-07-09 03:15:44,33.438,44.231,0,963.86
2013-07-09 03:16:44,33.373,43.758,0,963.84
2013-07-09 03:17:44,33.405,43.385,0,963.87
2013-07-09 03:18:45,33.438,42.98,0,963.8
2013-07-09 03:19:45,33.48,42.637,0,963.75
2013-07-09 03:20:45,33.502,42.5,0,963.8
2013-07-09 03:21:45,33.545,42.248,0,963.79
2013-07-09 03:22:45,33.598,42.179,0,963.83
2013-07-09 03:23:45,33.609,42.11,0,963.72
2013-07-09 03:24:45,33.48,42.095,0,963.79
2013-07-09 03:25:46,33.266,42.004,0,963.72
2013-07-09 03:26:46,33.148,42.454,0,963.71
2013-07-09 03:27:46,33.03,42.522,0,963.72
2013-07-09 03:28:46,32.923,42.568,0,963.79
2013-07-09 03:29:46,32.848,42.957,0,963.76
2013-07-09 03:30:46,32.773,43.156,0,963.67
2013-07-09 03:31:46,32.687,43.263,0,963.78
2013-07-09 03:32:47,32.633,43.308,0,963.73
2013-07-09 03:33:47,32.601,43.339,0,963.74
2013-07-09 03:34:47,32.547,43.377,0,963.72
2013-07-09 03:35:47,32.547,43.438,0,963.76
2013-07-09 03:36:47,32.547,43.407,0,963.67
2013-07-09 03:37:47,32.504,43.407,0,963.82
2013-07-09 03:38:47,32.504,43.377,0,963.71
2013-07-09 03:39:48,32.515,43.339,0,963.7
2013-07-09 03:40:48,32.515,43.308,0,963.76
2013-07-09 03:41:48,32.526,43.27,0,963.72
2013-07-09 03:42:48,32.547,43.171,0,963.73
2013-07-09 03:43:48,32.558,43.102,0,963.73
2013-07-09 03:44:48,32.558,43.102,0,963.68
2013-07-09 03:45:48,32.569,43.034,0,963.68
2013-07-09 03:46:49,32.58,42.934,0,963.71
2013-07-09 03:47:49,32.601,42.866,0,963.73
2013-07-09 03:48:49,32.633,42.797,0,963.69
2013-07-09 03:49:49,32.644,42.66,0,963.69
2013-07-09 03:50:49,32.644,42.591,0,963.65
2013-07-09 03:51:49,32.655,42.629,0,963.71
2013-07-09 03:52:49,32.687,42.477,0,963.61
2013-07-09 03:53:50,32.73,42.446,0,963.63
2013-07-09 03:54:50,32.74,42.309,0,963.64
2013-07-09 03:55:50,32.751,42.24,0,963.67
2013-07-09 03:56:50,32.805,42.171,0,963.62
2013-07-09 03:57:50,32.826,42.034,0,963.67
2013-07-09 03:58:50,32.848,41.988,0,963.64
2013-07-09 03:59:50,32.869,41.958,0,963.59
2013-07-09 04:00:51,32.923,41.79,0,963.62
2013-07-09 04:01:51,32.912,41.79,0,963.57
2013-07-09 04:02:51,32.912,41.721,0,963.58
2013-07-09 04:03:51,32.976,41.615,0,963.54
2013-07-09 04:04:51,32.998,41.538,0,963.55
2013-07-09 04:05:51,33.019,41.538,0,963.55
2013-07-09 04:06:52,33.041,41.439,0,963.62
2013-07-09 04:07:52,33.084,41.332,0,963.61
2013-07-09 04:08:52,33.127,41.195,0,963.56
2013-07-09 04:09:52,33.137,41.134,0,963.56
2013-07-09 04:10:52,33.148,41.065,0,963.62
2013-07-09 04:11:52,33.202,41.05,0,963.56
2013-07-09 04:12:52,33.255,40.882,0,963.62
2013-07-09 04:13:53,33.245,40.913,0,963.64
2013-07-09 04:14:53,33.255,40.882,0,963.6
2013-07-09 04:15:53,33.245,40.882,0,963.63
2013-07-09 04:16:53,33.255,40.882,0,963.6
2013-07-09 04:17:53,33.266,40.882,0,963.58
2013-07-09 04:18:53,33.255,40.913,0,963.61
2013-07-09 04:19:53,33.298,40.813,0,963.47
2013-07-09 04:20:54,33.298,40.775,0,963.55
2013-07-09 04:21:54,33.255,40.882,0,963.63
2013-07-09 04:22:54,33.298,40.745,0,963.56
2013-07-09 04:23:54,33.384,40.592,0,963.53
2013-07-09 04:24:54,33.416,40.562,0,963.53
2013-07-09 04:25:54,33.459,40.493,0,963.55
2013-07-09 04:26:54,33.448,40.493,0,963.53
2013-07-09 04:27:55,33.47,40.455,0,963.53
2013-07-09 04:28:55,33.448,40.524,0,963.5
2013-07-09 04:29:55,33.427,40.524,0,963.51
2013-07-09 04:30:55,33.438,40.493,0,963.48
2013-07-09 04:31:55,33.448,40.493,0,963.51
2013-07-09 04:32:55,33.502,40.356,0,963.55
2013-07-09 04:33:55,33.48,40.356,0,963.5
2013-07-09 04:34:56,33.48,40.356,0,963.55
2013-07-09 04:35:56,33.48,40.356,0,963.47
2013-07-09 04:36:56,33.459,40.424,0,963.52
2013-07-09 04:37:56,33.459,40.394,0,963.55
2013-07-09 04:38:56,33.448,40.424,0,963.48
2013-07-09 04:39:56,33.448,40.424,0,963.42
2013-07-09 04:40:56,33.438,40.394,0,963.47
2013-07-09 04:41:57,33.448,40.394,0,963.52
2013-07-09 04:42:57,33.459,40.394,0,963.51
2013-07-09 04:43:57,33.459,40.356,0,963.58
2013-07-09 04:44:57,33.448,40.356,0,963.5
2013-07-09 04:45:57,33.459,40.356,0,963.48
2013-07-09 04:46:57,33.48,40.325,0,963.51
2013-07-09 04:47:57,33.502,40.287,0,963.51
2013-07-09 04:48:58,33.48,40.325,0,963.47
2013-07-09 04:49:58,33.502,40.287,0,963.52
2013-07-09 04:50:58,33.513,40.325,0,963.55
2013-07-09 04:51:58,33.502,40.356,0,963.53
2013-07-09 04:52:58,33.513,40.356,0,963.49
2013-07-09 04:53:58,33.545,40.279,0,963.58
2013-07-09 04:54:58,33.545,40.279,0,963.55
2013-07-09 04:55:59,33.534,40.379,0,963.48
2013-07-09 04:56:59,33.566,40.34,0,963.5
2013-07-09 04:57:59,33.545,40.409,0,963.48
2013-07-09 04:58:59,33.566,40.409,0,963.5
2013-07-09 04:59:59,33.545,40.409,0,963.5
2013-07-09 05:00:59,33.577,40.409,0,963.49
2013-07-09 05:01:59,33.577,40.379,0,963.55
2013-07-09 05:03:00,33.577,40.379,1,963.53
2013-07-09 05:04:00,33.566,40.379,1,963.51
2013-07-09 05:05:00,33.577,40.34,1,963.53
2013-07-09 05:06:00,33.588,40.241,1,963.49
2013-07-09 05:07:00,33.427,40.356,1,963.5
2013-07-09 05:08:00,33.212,40.676,1,963.43
2013-07-09 05:09:00,33.009,41.027,2,963.4
2013-07-09 05:10:00,32.848,41.378,2,963.51
2013-07-09 05:11:01,32.73,41.492,3,963.46
2013-07-09 05:12:01,32.708,41.599,2,963.44
2013-07-09 05:13:01,32.655,41.599,3,963.33
2013-07-09 05:14:01,32.633,41.676,3,963.35
2013-07-09 05:15:01,32.655,41.744,4,963.39
2013-07-09 05:16:01,32.923,41.348,4,963.3
2013-07-09 05:17:01,33.212,40.813,4,963.32
2013-07-09 05:18:02,33.47,40.15,5,963.31
2013-07-09 05:19:02,33.77,39.646,6,963.34
2013-07-09 05:20:02,33.995,39.265,6,963.31
2013-07-09 05:21:02,34.135,39.013,7,963.36
2013-07-09 05:22:02,34.103,38.944,7,963.37
2013-07-09 05:23:02,34.221,38.845,9,963.3
2013-07-09 05:24:02,34.296,38.692,9,963.31
2013-07-09 05:25:03,34.338,38.586,10,963.3
2013-07-09 05:26:03,34.478,38.372,10,963.37
2013-07-09 05:27:03,34.574,38.265,11,963.32
2013-07-09 05:28:03,34.628,38.082,12,963.3
2013-07-09 05:29:03,34.757,37.945,12,963.3
2013-07-09 05:30:03,34.767,37.815,13,963.28
2013-07-09 05:31:03,34.832,37.731,14,963.26
2013-07-09 05:32:04,34.853,37.731,15,963.27
2013-07-09 05:33:04,34.81,37.762,15,963.3
2013-07-09 05:34:04,34.843,37.762,17,963.23
2013-07-09 05:35:04,34.875,37.624,18,963.23
2013-07-09 05:36:04,34.907,37.624,19,963.28
2013-07-09 05:37:04,34.875,37.663,20,963.19
2013-07-09 05:38:04,34.907,37.693,21,963.18
2013-07-09 05:39:05,34.875,37.693,22,963.22
2013-07-09 05:40:05,34.928,37.693,22,963.21
2013-07-09 05:41:05,34.875,37.663,23,963.3
2013-07-09 05:42:05,34.864,37.731,25,963.3
2013-07-09 05:43:05,34.907,37.762,24,963.34
2013-07-09 05:44:05,34.971,37.647,26,963.18
2013-07-09 05:45:05,35.1,37.472,30,963.22
2013-07-09 05:46:06,35.186,37.395,28,963.31
2013-07-09 05:47:06,35.25,37.151,29,963.26
2013-07-09 05:48:06,35.282,37.083,32,963.19
2013-07-09 05:49:06,35.304,37.052,31,963.27
2013-07-09 05:50:06,35.368,36.968,34,963.27
